curs,any,nom_estudis,nom_ensenyament,nivell,alumnes,alumnes_dones,alumnes_homes,unitats,n_centres
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - PROJECTES D'OBRA CIVIL (ÚS D'APLICACIONS SIG),2,5,1,4,5,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - PROMOCIÓ DE LA IGUALTAT DE GÈNERE,1,46,34,12,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - PROMOCIÓ DE LA IGUALTAT DE GÈNERE,2,43,35,8,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - PRÒTESIS DENTALS,1,174,124,50,3,5
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - PRÒTESIS DENTALS,2,188,124,64,3,5
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA AMBIENTAL,1,247,126,121,7,6
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA INDUSTRIAL,1,261,50,211,10,6
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - QUÍMICA INDUSTRIAL,2,300,54,246,15,6
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - RADIOTERÀPIA I DOSIMETRIA,1,53,40,13,1,2
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - RADIOTERÀPIA I DOSIMETRIA,2,93,72,21,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - RAMADERIA I ASSISTÈNCIA EN SANITAT ANIMAL,1,76,47,29,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - RAMADERIA I ASSISTÈNCIA EN SANITAT ANIMAL,2,80,47,33,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - REALITZACIÓ DE PROJECTES AUDIOVISUALS I ESPECTACLES,1,270,124,146,6,8
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - REALITZACIÓ DE PROJECTES AUDIOVISUALS I ESPECTACLES,2,361,135,226,6,8
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - REALITZACIÓ I PLANS D'OBRES,2,4,0,4,1,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SALUT AMBIENTAL,1,87,52,35,4,4
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SALUT AMBIENTAL,2,65,37,28,4,4
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SERVEIS AL CONSUMIDOR,1,2,1,1,1,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES DE TELECOMUNICACIONS I INFORMÀTICS,1,203,22,181,29,13
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES DE TELECOMUNICACIONS I INFORMÀTICS,2,235,9,226,31,15
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS,1,336,6,330,23,19
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS,2,338,5,333,24,19
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS (INSTAL. ELÈCTRIQUES I COMUNICACIÓ DE VAIXELLS),1,16,0,16,1,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SISTEMES ELECTROTÈCNICS I AUTOMATITZATS (INSTAL. ELÈCTRIQUES I COMUNICACIÓ DE VAIXELLS),2,18,0,18,1,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SO PER AUDIOVISUALS I ESPECTACLES,1,209,28,181,6,6
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - SO PER AUDIOVISUALS I ESPECTACLES,2,236,26,210,6,4
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT I LOGÍSTICA,1,302,78,224,15,12
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT I LOGÍSTICA,2,358,125,233,16,12
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT MARÍTIM I PESCA D'ALTURA,1,60,5,55,2,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - TRANSPORT MARÍTIM I PESCA D'ALTURA,2,69,1,68,2,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - VESTUARI A MIDA PER ESPECTACLES,1,44,39,5,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - VESTUARI A MIDA PER ESPECTACLES,2,77,66,11,2,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - VITIVINICULTURA,1,61,15,46,3,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - VITIVINICULTURA,2,67,13,54,3,3
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - ÒPTICA D'ULLERA,1,22,10,12,1,1
2017/2018,2017,FORMACIÓ PROFESSIONAL,CFPS - ÒPTICA D'ULLERA,2,25,11,14,1,1
2017/2018,2017,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN CURA D'ANIMALS I ESPAIS VERDS,1,44,18,26,0,5
2017/2018,2017,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN CURA D'ANIMALS I ESPAIS VERDS,2,17,8,9,0,3
2017/2018,2017,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN VENDES I ATENCIÓ AL PÚBLIC,1,87,40,47,0,10
2017/2018,2017,ITINERARIS FORMATIUS ESPECÍFICS,IFE - AUXILIAR EN VENDES I ATENCIÓ AL PÚBLIC,2,44,19,25,0,5
2017/2018,2017,MÚSICA,ACORDIÓ,1,10,8,2,0,5
2017/2018,2017,MÚSICA,ACORDIÓ,2,3,1,2,0,3
2017/2018,2017,MÚSICA,ACORDIÓ,3,4,3,1,0,2
2017/2018,2017,MÚSICA,ACORDIÓ,4,3,1,2,0,3
2017/2018,2017,MÚSICA,ACORDIÓ,5,6,2,4,0,3
2017/2018,2017,MÚSICA,ACORDIÓ,6,3,1,2,0,3
2017/2018,2017,MÚSICA,ACORDIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,0,1,0,1
2017/2018,2017,MÚSICA,ACORDIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,0,2,0,1
2017/2018,2017,MÚSICA,ACORDIÓ DIATÓNIC (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),4,1,0,1,0,1
2017/2018,2017,MÚSICA,ARPA,1,3,2,1,0,3
2017/2018,2017,MÚSICA,ARPA,2,2,2,0,0,2
2017/2018,2017,MÚSICA,ARPA,3,3,3,0,0,1
2017/2018,2017,MÚSICA,ARPA,6,4,3,1,0,1
2017/2018,2017,MÚSICA,ARPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,1,1,0,0,1
2017/2018,2017,MÚSICA,ARPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,1,0,0,1
2017/2018,2017,MÚSICA,ARPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,3,0,0,2
2017/2018,2017,MÚSICA,ARPES HISTÒRIQUES (INTERPRETACIÓ: MÚSICA ANTIGA),3,1,0,1,0,1
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC,4,1,0,1,0,1
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC,5,2,0,2,0,2
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC,6,2,1,1,0,2
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,7,0,7,0,3
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,9,0,9,0,4
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,14,0,14,0,4
2017/2018,2017,MÚSICA,BAIX ELÈCTRIC (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,8,2,6,0,3
2017/2018,2017,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,20,1,19,0,4
2017/2018,2017,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,16,0,16,0,4
2017/2018,2017,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,19,0,19,0,4
2017/2018,2017,MÚSICA,BATERIA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,25,1,24,0,3
2017/2018,2017,MÚSICA,CANT,1,16,13,3,0,10
2017/2018,2017,MÚSICA,CANT,2,20,14,6,0,10
2017/2018,2017,MÚSICA,CANT,3,23,14,9,0,10
2017/2018,2017,MÚSICA,CANT,4,21,14,7,0,9
2017/2018,2017,MÚSICA,CANT,5,31,23,8,0,13
2017/2018,2017,MÚSICA,CANT,6,32,25,7,0,15
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,21,14,7,0,2
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,24,17,7,0,2
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,27,19,8,0,2
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,16,12,4,0,2
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,14,13,1,0,4
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,11,9,2,0,4
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,11,9,2,0,4
2017/2018,2017,MÚSICA,CANT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,14,11,3,0,3
2017/2018,2017,MÚSICA,CANT FLAMENC (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,3,3,0,0,1
2017/2018,2017,MÚSICA,CANT FLAMENC (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,2,1,1,0,1
2017/2018,2017,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),1,1,1,0,0,1
2017/2018,2017,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),2,3,1,2,0,1
2017/2018,2017,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),3,4,2,2,0,1
2017/2018,2017,MÚSICA,CANT HISTÒRIC (INTERPRETACIÓ: MÚSICA ANTIGA),4,1,0,1,0,1
2017/2018,2017,MÚSICA,CLARINET,1,40,23,17,0,21
2017/2018,2017,MÚSICA,CLARINET,2,30,10,20,0,16
2017/2018,2017,MÚSICA,CLARINET,3,31,18,13,0,19
2017/2018,2017,MÚSICA,CLARINET,4,40,24,16,0,16
2017/2018,2017,MÚSICA,CLARINET,5,44,22,22,0,18
2017/2018,2017,MÚSICA,CLARINET,6,34,18,16,0,13
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,5,1,4,0,2
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,5,4,1,0,2
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,3,1,2,0,2
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,5,3,2,0,2
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,1,1,0,2
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,0,1,0,1
2017/2018,2017,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2017/2018,2017,MÚSICA,CLAVICÈMBAL,1,3,2,1,0,3
2017/2018,2017,MÚSICA,CLAVICÈMBAL,3,3,2,1,0,3
2017/2018,2017,MÚSICA,CLAVICÈMBAL,4,2,0,2,0,1
2017/2018,2017,MÚSICA,CLAVICÈMBAL,5,2,1,1,0,2
2017/2018,2017,MÚSICA,CLAVICÈMBAL,6,3,1,2,0,2
2017/2018,2017,MÚSICA,CLAVICÈMBAL (INTERPRETACIÓ: MÚSICA ANTIGA),4,2,0,2,0,1
2017/2018,2017,MÚSICA,COMPOSICIÓ,1,16,3,13,0,3
2017/2018,2017,MÚSICA,COMPOSICIÓ,2,19,7,12,0,3
2017/2018,2017,MÚSICA,COMPOSICIÓ,3,18,4,14,0,3
2017/2018,2017,MÚSICA,COMPOSICIÓ,4,29,6,23,0,3
2017/2018,2017,MÚSICA,CONTRABAIX,1,15,3,12,0,11
2017/2018,2017,MÚSICA,CONTRABAIX,2,16,8,8,0,12
2017/2018,2017,MÚSICA,CONTRABAIX,3,13,4,9,0,7
2017/2018,2017,MÚSICA,CONTRABAIX,4,8,2,6,0,6
2017/2018,2017,MÚSICA,CONTRABAIX,5,9,5,4,0,7
2017/2018,2017,MÚSICA,CONTRABAIX,6,7,1,6,0,6
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,5,1,4,0,2
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,2,0,2,0,1
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,2,1,1,0,1
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,4,2,2,0,2
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,4,1,3,0,2
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,5,1,4,0,3
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,3,1,2,0,2
2017/2018,2017,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,5,1,4,0,2
2017/2018,2017,MÚSICA,CORNAMUSA (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),3,1,0,1,0,1
2017/2018,2017,MÚSICA,FAGOT,1,11,5,6,0,8
2017/2018,2017,MÚSICA,FAGOT,2,10,4,6,0,9
2017/2018,2017,MÚSICA,FAGOT,3,14,8,6,0,10
2017/2018,2017,MÚSICA,FAGOT,4,12,4,8,0,9
2017/2018,2017,MÚSICA,FAGOT,5,9,4,5,0,5
2017/2018,2017,MÚSICA,FAGOT,6,4,2,2,0,4
2017/2018,2017,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,3,0,3,0,2
2017/2018,2017,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,0,4,0,2
2017/2018,2017,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,6,2,4,0,2
2017/2018,2017,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,2,0,0,2
2017/2018,2017,MÚSICA,FAGOTS HISTÒRICS (INTERPRETACIÓ: MÚSICA ANTIGA),2,1,0,1,0,1
2017/2018,2017,MÚSICA,FAGOTS HISTÒRICS (INTERPRETACIÓ: MÚSICA ANTIGA),4,1,0,1,0,1
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ,1,1,1,0,0,1
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ,2,2,1,1,0,2
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ,3,1,0,1,0,1
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ,4,2,1,1,0,2
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ,5,3,2,1,0,2
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ,6,5,2,3,0,3
2017/2018,2017,MÚSICA,FLABIOL I TAMBORÍ (INTERPRETACIÓ: MÚSICA TRADICIONAL),2,1,1,0,0,1
2017/2018,2017,MÚSICA,FLAUTA DE BEC,1,8,4,4,0,5
2017/2018,2017,MÚSICA,FLAUTA DE BEC,2,5,2,3,0,4
2017/2018,2017,MÚSICA,FLAUTA DE BEC,3,5,3,2,0,3
2017/2018,2017,MÚSICA,FLAUTA DE BEC,4,4,3,1,0,4
2017/2018,2017,MÚSICA,FLAUTA DE BEC,5,4,2,2,0,3
2017/2018,2017,MÚSICA,FLAUTA DE BEC,6,12,6,6,0,5
2017/2018,2017,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,1,1,0,1
2017/2018,2017,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,5,3,2,0,1
2017/2018,2017,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,3,0,0,1
2017/2018,2017,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: MÚSICA ANTIGA),1,1,1,0,0,1
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA,1,52,45,7,0,22
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA,2,50,40,10,0,20
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA,3,50,38,12,0,20
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA,4,65,54,11,0,23
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA,5,40,31,9,0,17
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA,6,39,31,8,0,17
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,3,2,1,0,1
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,3,1,0,1
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,5,4,1,0,1
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,4,3,1,0,1
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,1,0,1,0,1
2017/2018,2017,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,2,0,2,0,1
2017/2018,2017,MÚSICA,GUITARRA,1,60,32,28,0,23
2017/2018,2017,MÚSICA,GUITARRA,2,54,32,22,0,17
2017/2018,2017,MÚSICA,GUITARRA,3,48,29,19,0,20
2017/2018,2017,MÚSICA,GUITARRA,4,37,13,24,0,17
2017/2018,2017,MÚSICA,GUITARRA,5,28,13,15,0,15
2017/2018,2017,MÚSICA,GUITARRA,6,44,21,23,0,15
2017/2018,2017,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,5,2,3,0,2
2017/2018,2017,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,0,4,0,2
2017/2018,2017,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,5,1,4,0,2
2017/2018,2017,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,6,0,6,0,2
2017/2018,2017,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,1,0,1,0,1
2017/2018,2017,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,3,0,3,0,1
2017/2018,2017,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,2,0,2,0,1
2017/2018,2017,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,5,0,5,0,1
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA,1,2,0,2,0,1
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA,2,2,0,2,0,2
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA,3,2,1,1,0,2
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA,4,1,0,1,0,1
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA,5,10,0,10,0,4
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA,6,12,1,11,0,3
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,20,0,20,0,3
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,16,1,15,0,3
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,17,0,17,0,3
2017/2018,2017,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,20,0,20,0,3
2017/2018,2017,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,6,0,6,0,3
2017/2018,2017,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),2,6,0,6,0,3
2017/2018,2017,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,4,1,3,0,2
2017/2018,2017,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,5,0,5,0,2
2017/2018,2017,MÚSICA,INSTRUMENTS DE CORDA POLSADA,4,1,0,1,0,1
2017/2018,2017,MÚSICA,INSTRUMENTS DE CORDA POLSADA,6,1,0,1,0,1
2017/2018,2017,MÚSICA,INSTRUMENTS HISTÒRICS DE BROQUET (INTERPRETACIÓ: MÚSICA ANTIGA),1,1,0,1,0,1
2017/2018,2017,MÚSICA,INSTRUMENTS HISTÒRICS DE BROQUET (INTERPRETACIÓ: MÚSICA ANTIGA),4,4,1,3,0,1
2017/2018,2017,MÚSICA,OBOÈ,1,15,10,5,0,11
2017/2018,2017,MÚSICA,OBOÈ,2,13,10,3,0,8
2017/2018,2017,MÚSICA,OBOÈ,3,19,8,11,0,9
2017/2018,2017,MÚSICA,OBOÈ,4,11,6,5,0,7
2017/2018,2017,MÚSICA,OBOÈ,5,15,8,7,0,11
2017/2018,2017,MÚSICA,OBOÈ,6,13,5,8,0,7
2017/2018,2017,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,3,1,2,0,2
2017/2018,2017,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,2,1,1,0,2
2017/2018,2017,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,7,3,4,0,2
2017/2018,2017,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,6,3,3,0,2
2017/2018,2017,MÚSICA,ORGUE,1,1,0,1,0,1
2017/2018,2017,MÚSICA,ORGUE,2,1,0,1,0,1
2017/2018,2017,MÚSICA,ORGUE,3,4,0,4,0,3
2017/2018,2017,MÚSICA,ORGUE,4,2,0,2,0,2
2017/2018,2017,MÚSICA,ORGUE,6,2,0,2,0,1
2017/2018,2017,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,1,0,1,0,1
2017/2018,2017,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2017/2018,2017,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,0,2,0,1
2017/2018,2017,MÚSICA,PEDAGOGIA DE L'INSTRUMENT,1,8,4,4,0,1
2017/2018,2017,MÚSICA,PEDAGOGIA DE L'INSTRUMENT,2,5,1,4,0,1
2017/2018,2017,MÚSICA,PERCUSIÓ (MÚSICA MODERNA I JAZZ),1,1,0,1,0,1
2017/2018,2017,MÚSICA,PERCUSIÓ (MÚSICA MODERNA I JAZZ),2,1,0,1,0,1
2017/2018,2017,MÚSICA,PERCUSIÓ (MÚSICA MODERNA I JAZZ),5,1,0,1,0,1
2017/2018,2017,MÚSICA,PERCUSSIÓ,1,19,5,14,0,12
2017/2018,2017,MÚSICA,PERCUSSIÓ,2,14,2,12,0,11
2017/2018,2017,MÚSICA,PERCUSSIÓ,3,15,5,10,0,9
2017/2018,2017,MÚSICA,PERCUSSIÓ,4,13,3,10,0,9
2017/2018,2017,MÚSICA,PERCUSSIÓ,5,11,1,10,0,7
2017/2018,2017,MÚSICA,PERCUSSIÓ,6,12,4,8,0,5
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,6,0,6,0,2
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,5,1,4,0,2
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,3,0,3,0,2
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,0,3,0,1
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,1,0,1,0,1
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,3,0,3,0,3
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2017/2018,2017,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,2,0,2,0,2
2017/2018,2017,MÚSICA,PERCUSSIÓ HISTÒRICA (INTERPRETACIÓ: MÚSICA ANTIGA),2,2,0,2,0,1
2017/2018,2017,MÚSICA,PIANO,1,127,74,53,0,26
2017/2018,2017,MÚSICA,PIANO,2,151,103,48,0,25
2017/2018,2017,MÚSICA,PIANO,3,148,96,52,0,23
2017/2018,2017,MÚSICA,PIANO,4,139,81,58,0,23
2017/2018,2017,MÚSICA,PIANO,5,143,88,55,0,23
2017/2018,2017,MÚSICA,PIANO,6,185,107,78,0,21
2017/2018,2017,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,29,14,15,0,2
2017/2018,2017,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,29,13,16,0,2
2017/2018,2017,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,30,12,18,0,2
2017/2018,2017,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,34,16,18,0,2
